file_name,sentence,sentence_language,actor,emotion_expressed
1614279280416.wav,Tornerà a casa presto,italian,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,disgust
1613930493951.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,1718aa7e2d0821e3ade5783b4e045ab5930ec22054a0fe5e80146dfce17fae3d,disgust
1616248698716.wav,Tornerà a casa presto,italian,cebfacd7a17cd5538597bf834984ef312da42f8d97f20551b82f97980259ecdc,disgust
1613420115310.wav,Il capo mi ha affidato un altro lavoro,italian,890ce843ef7debb34898be4a6674564185e03abc72c010d5afcc8e06cffc5e1a,disgust
1614184309954.wav,Non sapevo che fosse in città,italian,7c24207396d6f2f5daac0aa6dfe096c98bdb2dfaaeb573ed57cf465764eba566,disgust
1613378040668.wav,Giovanni parte per Roma domani,italian,5502f1a5a5ad6152521568917216a0d48a20ad7e60068821b6f1dbaca3931489,disgust
1613840962667.wav,Il capo mi ha affidato un altro lavoro,italian,5b1d678a1b4936c172e8c239785f89a2693f7603890c413fffc9e8629243cd77,disgust
1613329040554.wav,Ieri un gatto ha bevuto dalla tazza,italian,4c2c881938da192249389ef87573af9fec30484604a20fd18763681ce5379d16,disgust
1614847263646.wav,Ieri un gatto ha bevuto dalla tazza,italian,530b6cb691a60c039adba429740bd2237964506b0a0e160ac8268b7d45c3f35c,disgust
1615228298124.wav,E’ andato a scuola dopo pranzo,italian,65e82fb525a08de54935534a2da2ff0c464eec8a0d4d8d5abc1e5fcf6ea37408,disgust
1613326537118.wav,Il cane ha riportato qui la palla,italian,c0fde790c8900bbbac6957c9ee52eacc1b5d77848c779e2113ee9ee45b7eaa09,disgust
1613326730264.wav,Gli operai si alzano presto,italian,c0fde790c8900bbbac6957c9ee52eacc1b5d77848c779e2113ee9ee45b7eaa09,disgust
1613460919718.wav,E’ andato a scuola dopo pranzo,italian,265516137db775baa365a0472582c3095cc72a3047a57d1c74a7aa1beac2ef2a,disgust
1615308181004.wav,Gli operai si alzano presto,italian,412b899fc42bd906403cfcd3ed51085c07310c1ee93e40ff21c7dff50a39fc01,disgust
1614118257685.wav,Vado in biblioteca,italian,acdd987f9c1700b25898d3bd30c201df5ad4f34b3ca5ebeb7a8f02d240eeb864,disgust
1620665718015.wav,Il cane ha riportato qui la palla,italian,39bf573469551ecb760d59bd0e38e18c2727456e62a732ce5510b7b248d4757e,disgust
1613816626799.wav,Oggi c’è una partita di basket,italian,1f254faa04cffa0d0a8c75f8514f0087429c37cc3516f7abb69c6660db2e6407,disgust
1613328910828.wav,E’ andato a scuola dopo pranzo,italian,4c2c881938da192249389ef87573af9fec30484604a20fd18763681ce5379d16,disgust
1613831831082.wav,Non sapevo che fosse in città,italian,509ce83c88888f7d75edabc19670ab07530413773ce7be5c2aee2a6b98638de7,disgust
1615371709658.wav,Vado in biblioteca,italian,5d627539b9905f0775a597946b990ed745940e7b7a2e39bc28830e54edbc09b0,disgust
1614513994651.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,ecd91d8b505d4bab56a96201ff3e58d9e18ce84d5b7f4231f98c9cb24bb900a9,disgust
1613329183185.wav,Zia Marta ha detto che devo stare a casa stasera,italian,4c2c881938da192249389ef87573af9fec30484604a20fd18763681ce5379d16,disgust
1613563117147.wav,Zia Marta ha detto che devo stare a casa stasera,italian,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,disgust
1614275129316.wav,Giovanni parte per Roma domani,italian,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,disgust
1613821895501.wav,Ieri un gatto ha bevuto dalla tazza,italian,f04bb0e6361c05acba4d5185a2d372177bdb77898c1a213f5dfe5c1d60331ea1,disgust
1614204988117.wav,Ho preso 6 nella verifica di matematica,italian,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,disgust
1620376561505.wav,Ho preso 6 nella verifica di matematica,italian,faf6ce1ea46bca3ee95197b53c7137840d63e6caddc447aa6f5d5b0c4f3d3c03,disgust
1613065141452.wav,L’ho incontrato oggi dopo 2 anni,italian,b9b49cbf60791aa43825f7cb70fce1cabb78f2a73daba8298108662b3cd3e922,disgust
1613226933987.wav,E’ una notte stellata,italian,0518bb1812bd73aeb1a16e59f6205fca9f97ad2975fbe1a5ce10ef9389de091e,disgust
1615737710904.wav,Giovanni parte per Roma domani,italian,dac73f9fc772117a4bd001382f681b6d89f03668bbe6ce3e25cd138b465cacf3,disgust
1613405881728.wav,Ho preso 6 nella verifica di matematica,italian,415eb3920eb4b3d4645eb42bae62fd32cdd3e731c2662cbb0d480c3792b43066,disgust
1613563043832.wav,Vado in biblioteca,italian,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,disgust
1616866994997.wav,Ho preso 6 nella verifica di matematica,italian,457b3259ae7357e8815b60dd88b1292acd45a52697e15a696f56ffdac3363acc,disgust
1613377983549.wav,E’ andato a scuola dopo pranzo,italian,5502f1a5a5ad6152521568917216a0d48a20ad7e60068821b6f1dbaca3931489,disgust
1613823282449.wav,La cascata fa molto rumore,italian,bf4fccd616251b678c56b9cb7a46819b1266853c180637642f5bc7d6b01f5554,disgust
1614690731297.wav,Il capo mi ha affidato un altro lavoro,italian,0b691c4ffad07f1b98e5e4143643934557180630fd96d8d66f7ce6e6ba1a7320,disgust
1613645532969.wav,E’ una notte stellata,italian,026c4643a1d88e86eb050ba36c1b9de370ec06a34d58152fba030b80c1f7f573,disgust
1614016366378.wav,Il capo mi ha affidato un altro lavoro,italian,01de3a316dafa26a6e15d40720bc94e0706da6e0831274ea04dc25bccf87de9b,disgust
1614204615978.wav,L’ho incontrato oggi dopo 2 anni,italian,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,disgust
1614880316946.wav,E’ impegnato in una riunione,italian,f12c2c31c3d353aa849a8df40e3d057a8ff361efeb5ae08c0899914f277c0a67,disgust
1614117014760.wav,Vorrei il numero telefonico del Signor Piatti,italian,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,disgust
1613406129128.wav,Oggi c’è una partita di basket,italian,415eb3920eb4b3d4645eb42bae62fd32cdd3e731c2662cbb0d480c3792b43066,disgust
1613495812765.wav,Non sapevo che fosse in città,italian,986219b90f2d2050ff9109e870ca007d43c5e5224dec5871663d331aa09b1d37,disgust
1613941729863.wav,Gli operai si alzano presto,italian,b33a55596a12d5dfee0f9f0da2e6b99d337b786aee6bca4f04aa8386ed6f9845,disgust
1613377831339.wav,Il cane ha riportato qui la palla,italian,5502f1a5a5ad6152521568917216a0d48a20ad7e60068821b6f1dbaca3931489,disgust
1614254198101.wav,Oggi c’è una partita di basket,italian,8b570a0a4945d7f287736e47dd57040be331d8027cc434153b1eea199ca4b147,disgust
1614454724587.wav,Il capo mi ha affidato un altro lavoro,italian,e46f9194e57eeb9841e6d67201cbf4575c56d0475d3ca0ff59c1cde5ea87af55,disgust
1614153794916.wav,Ieri un gatto ha bevuto dalla tazza,italian,b71d413455549a1824f63bf274dfd7c8c5dbda42425531fb0b44d1dab7e94ea0,disgust
1614278013306.wav,L’ho incontrato oggi dopo 2 anni,italian,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,disgust
1616505280351.wav,Oggi c’è una partita di basket,italian,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,disgust
1615555137957.wav,Zia Marta ha detto che devo stare a casa stasera,italian,2ee38ab6370fe93156f4b8aba1d17e88fb8e5b1fa02264a8f699640601e671bb,disgust
1613321518242.wav,Il capo mi ha affidato un altro lavoro,italian,af496cdb16377985dc70da977d1f64fcac49f030e74467a933d1e02563a9434f,disgust
1616253086537.wav,Non sapevo che fosse in città,italian,cebfacd7a17cd5538597bf834984ef312da42f8d97f20551b82f97980259ecdc,disgust
1613684402130.wav,Vorrei il numero telefonico del Signor Piatti,italian,40677e573fd6852baa024a6e81f67e2a783a9dfcb6236d94a681f5b81f3c5eab,disgust
1613831866443.wav,Tornerà a casa presto,italian,509ce83c88888f7d75edabc19670ab07530413773ce7be5c2aee2a6b98638de7,disgust
1616239475018.wav,Non sapevo che fosse in città,italian,032bd54539dc739de8c4d77eda2bee1f933a6dd243e4447977b6b39b4d4f83bb,disgust
1616238933733.wav,Il capo mi ha affidato un altro lavoro,italian,032bd54539dc739de8c4d77eda2bee1f933a6dd243e4447977b6b39b4d4f83bb,disgust
1614030153723.wav,Il capo mi ha affidato un altro lavoro,italian,c09213cf20b32fe2436b92ded92caeed5d938b454c0cd94fea66658823c812b3,disgust
1613463003952.wav,Giovanni parte per Roma domani,italian,b4821c502ef74731863784b38f670fb3ee5a2670ee3715c86814968bc76443cd,disgust
1615920807335.wav,Giovanni parte per Roma domani,italian,4a2ab2038d94e3051ac7e771f99f5f6c5ab63fe3f94be0d32b61e62352bd8db6,disgust
1613512574700.wav,Ieri un gatto ha bevuto dalla tazza,italian,fbd51d139f2f0269c3e479d6dc5c6b9edb94b1eec62a677c039d280d497b2835,disgust
1613495793403.wav,Ieri un gatto ha bevuto dalla tazza,italian,986219b90f2d2050ff9109e870ca007d43c5e5224dec5871663d331aa09b1d37,disgust
1614509729016.wav,L’ho incontrato oggi dopo 2 anni,italian,068ce32e3f80d8e879142b417ba9f9ab2985ef1f102167758eb0450d047e099a,disgust
1613061895213.wav,Ho preso 6 nella verifica di matematica,italian,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,disgust
1613554158076.wav,Gli operai si alzano presto,italian,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,disgust
1613119971801.wav,Giovanni parte per Roma domani,italian,a7d5dc51019afba11cadd14cccdfe1f876558e6ebdf460468787782150d02ece,disgust
1614072952356.wav,Gli operai si alzano presto,italian,d517c7deca67aedec5841f1a0083898ca6083a5fde6054b4ed2de1cb618cd8f5,disgust
1614278558046.wav,Il cane ha riportato qui la palla,italian,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,disgust
1614799072982.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,1cd62752ceb5d75ca20a834e891d7bb0b5a6e218724761f7fad1605af89f25ca,disgust
1614249493338.wav,Ho preso 6 nella verifica di matematica,italian,5b97872349346612a02b49434e8aca7d3e0a12ddcf2d2cb03372c21fa293c7f2,disgust
1614625151077.wav,Ieri un gatto ha bevuto dalla tazza,italian,1e03ad2efe6a505d925b8727c0e0d6dfca16ee799b52b8a8ff2e0aae33814a3c,disgust
1614278804131.wav,Vorrei il numero telefonico del Signor Piatti,italian,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,disgust
1613412697263.wav,Vorrei il numero telefonico del Signor Piatti,italian,877d558457a54ee71d29cb1337a0f0b9969a00fef09805e788b559b487426fc3,disgust
1614200219914.wav,Zia Marta ha detto che devo stare a casa stasera,italian,710c3906ca8b54f86c9e020d989792d03b9a0d8904d7b57b3f57e74ab1746625,disgust
1614764767927.wav,Il cane ha riportato qui la palla,italian,e55c07a5484fb68c1f872cb4f1998cbe35007306ff8200d3fd1b4e746678a9d6,disgust
1613477952087.wav,L’ho incontrato oggi dopo 2 anni,italian,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,disgust
1613772124524.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,d8ac68aec58c2f6cf933154a1778fb4fbe6becff6eea0f0e8de6d5171d09641e,disgust
1614543676985.wav,Il cane ha riportato qui la palla,italian,e91d63cb57c1cc7d47ebc768d73618f9f5e4362094ac04fe3f141f85d6140644,disgust
1614115192776.wav,E’ andato a scuola dopo pranzo,italian,5b8476bb94a4a1a17df32b417ec035029f48e4487c9055203fb02353eccd46a1,disgust
1616670023029.wav,Vado in biblioteca,italian,5905f540a9e76fd40a5c8c50fba9e45dd7cccda1a02c29f1b606a9ce761540c9,disgust
1616245678369.wav,Gli operai si alzano presto,italian,8af2fa1c3331a1354123146e5ef92f0ca499da94d5135246d119c922a02faba2,disgust
1613401273901.wav,L’ho incontrato oggi dopo 2 anni,italian,9d3feff79d35684ee9a491256c08dc065be663f75e79ffae2f6d015b7fdedcd8,disgust
1614016218393.wav,Vado in biblioteca,italian,01de3a316dafa26a6e15d40720bc94e0706da6e0831274ea04dc25bccf87de9b,disgust
1615388590961.wav,Ho preso 6 nella verifica di matematica,italian,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,disgust
1614543719469.wav,L’ho incontrato oggi dopo 2 anni,italian,e91d63cb57c1cc7d47ebc768d73618f9f5e4362094ac04fe3f141f85d6140644,disgust
1613478638462.wav,Tornerà a casa presto,italian,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,disgust
1613377621344.wav,L’ho incontrato oggi dopo 2 anni,italian,5502f1a5a5ad6152521568917216a0d48a20ad7e60068821b6f1dbaca3931489,disgust
1616245278836.wav,Non sapevo che fosse in città,italian,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,disgust
1613384918769.wav,Il capo mi ha affidato un altro lavoro,italian,659dfe05a37f6ae639f658233bc7a05082f075c71da9ab3da5f6962008a6b13a,disgust
1614279339194.wav,E’ andato a scuola dopo pranzo,italian,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,disgust
1615229383341.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,253387e8620ee1896c76809782406e139bce35860aaa0d61991965319ba0dc32,disgust
1614205744129.wav,E’ impegnato in una riunione,italian,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,disgust
1615555166790.wav,Ieri un gatto ha bevuto dalla tazza,italian,2ee38ab6370fe93156f4b8aba1d17e88fb8e5b1fa02264a8f699640601e671bb,disgust
1615229774117.wav,Gli operai si alzano presto,italian,253387e8620ee1896c76809782406e139bce35860aaa0d61991965319ba0dc32,disgust
1613492802749.wav,E’ impegnato in una riunione,italian,2fad3c36f016d72a6e40f3a3da6f9304e057edc7f3c188ffd20e92e772cacfe4,disgust
1613641498471.wav,Il cane ha riportato qui la palla,italian,8b04d87b5d2ba065a2f4080716c107d70f5d66a3396073091886e76e615af617,disgust
1613323223766.wav,Il cane ha riportato qui la palla,italian,a5af4d285ec86e6a653a3a2fcdaf5b76a85815e09099098a07c7ed580b62ffb7,disgust
1615226334835.wav,Zia Marta ha detto che devo stare a casa stasera,italian,297dbf27a05b103c6404bfd5938cec4da1067e0a1ed90e3af471f57044377d33,disgust
1613384829501.wav,Ho preso 6 nella verifica di matematica,italian,659dfe05a37f6ae639f658233bc7a05082f075c71da9ab3da5f6962008a6b13a,disgust
1613036474546.wav,E’ andato a scuola dopo pranzo,italian,ea4b096611ef2686eebb0c34e812f3f6c94dd5ff2c8aef1524c76481495ad258,disgust
1613668994010.wav,Non sapevo che fosse in città,italian,9acf7adbcf2db264f6a9bd474a10777936cda93b350bc9898ca5ae5c430e2156,disgust
1616755238996.wav,Ieri un gatto ha bevuto dalla tazza,italian,3bc51062973c458d5a6f2d8d64a023246354ad7e064b1e4e009ec8a0699a3043,disgust
1613303181855.wav,L’ho incontrato oggi dopo 2 anni,italian,1bbcb696c08f6f7a9e50ae937e79f11ba85e87009e5a0e21da1814dcda6ee00a,disgust
1613378738051.wav,Ieri un gatto ha bevuto dalla tazza,italian,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,disgust
1614012832552.wav,Oggi c’è una partita di basket,italian,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,disgust
1613478540789.wav,Oggi c’è una partita di basket,italian,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,disgust
1616245397695.wav,Il cane ha riportato qui la palla,italian,8af2fa1c3331a1354123146e5ef92f0ca499da94d5135246d119c922a02faba2,disgust
1613062618746.wav,La cascata fa molto rumore,italian,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,disgust
1615239277498.wav,Oggi c’è una partita di basket,italian,00a0efc0faaeb5a288481a25b5d0b7d4c0b070120c6d61be6ef7b255fcdfd17f,disgust
1613327105113.wav,Giovanni parte per Roma domani,italian,c0fde790c8900bbbac6957c9ee52eacc1b5d77848c779e2113ee9ee45b7eaa09,disgust
1614017031161.wav,Gli operai si alzano presto,italian,01de3a316dafa26a6e15d40720bc94e0706da6e0831274ea04dc25bccf87de9b,disgust
1614023272729.wav,Ho preso 6 nella verifica di matematica,italian,a67c15fc95e0cf1fe2c20da7b35721626162508a7f180cd025b09be79229c782,disgust
1613323665243.wav,Vorrei il numero telefonico del Signor Piatti,italian,21accbe28f06bd93fb6c51fd0f136cc755420a0eb212299cab724180db2078cd,disgust
1613554112418.wav,Vado in biblioteca,italian,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,disgust
1613326586040.wav,Zia Marta ha detto che devo stare a casa stasera,italian,c0fde790c8900bbbac6957c9ee52eacc1b5d77848c779e2113ee9ee45b7eaa09,disgust
1613323191931.wav,Oggi c’è una partita di basket,italian,a5af4d285ec86e6a653a3a2fcdaf5b76a85815e09099098a07c7ed580b62ffb7,disgust
1615371900403.wav,Il capo mi ha affidato un altro lavoro,italian,5d627539b9905f0775a597946b990ed745940e7b7a2e39bc28830e54edbc09b0,disgust
1616245111941.wav,Vado in biblioteca,italian,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,disgust
1614249795760.wav,Zia Marta ha detto che devo stare a casa stasera,italian,ba2d0830e65eadb371708af3592703d68353b5566093002111df7c34f89c9ff0,disgust
1614095979014.wav,Oggi c’è una partita di basket,italian,c64f81213d168187d346b356bea56d60c6feb02e4914ce98f044bfcdb68a77d8,disgust
1620210745171.wav,Ho preso 6 nella verifica di matematica,italian,f18a99b664fcb1399619b4d81cfaedfbb982d706850592717bb01d180f5e65d2,disgust
1613657848682.wav,Tornerà a casa presto,italian,5b8476bb94a4a1a17df32b417ec035029f48e4487c9055203fb02353eccd46a1,disgust
1614550000214.wav,E’ una notte stellata,italian,9c87358623a6aa7409334d7bc151683d3e35394f305f9ba0f4e633962cfda436,disgust
1613216093177.wav,La cascata fa molto rumore,italian,e84aef587fca9b7a81721586cba38b4497fdd4f0c4c9d0c6075a6c9476221ece,disgust
1615308080428.wav,Il capo mi ha affidato un altro lavoro,italian,58dcf618906a1daa1ad49f6b76bb2dbf0ef8b0933180c07d74d5e9272128c7c3,disgust
1614153043024.wav,Non sapevo che fosse in città,italian,a1b7fbc857470de482e46a2001c61ce6151621b2910272d933201318a6842404,disgust
1615927936709.wav,L’ho incontrato oggi dopo 2 anni,italian,258e3d5cd0d18c23cef135fa9330e1d7ab68863ac764fd179789b2853900b546,disgust
1613463111815.wav,La cascata fa molto rumore,italian,b4821c502ef74731863784b38f670fb3ee5a2670ee3715c86814968bc76443cd,disgust
1614162267332.wav,Tornerà a casa presto,italian,ff169b904af82953988d069875f82df46ae385e13949de9f8dba7503a76a3eca,disgust
1613554139948.wav,Zia Marta ha detto che devo stare a casa stasera,italian,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,disgust
1613326889403.wav,E’ impegnato in una riunione,italian,c0fde790c8900bbbac6957c9ee52eacc1b5d77848c779e2113ee9ee45b7eaa09,disgust
1613944938370.wav,Ieri un gatto ha bevuto dalla tazza,italian,6e3f7c2e268017418457dac2b66fdc932294cdb055610e5d3721834f58f2facc,disgust
1616251747087.wav,Vado in biblioteca,italian,da2da8e71c82b18aaec0e9dcf817ab09481a8b55061066f011b3e38188788f65,disgust
1615231370560.wav,Oggi c’è una partita di basket,italian,7ce215563f7b620fdd32c6618a95215100b4fbede0eb4fc0669b3d649fbd4dc5,disgust
1615228336012.wav,Zia Marta ha detto che devo stare a casa stasera,italian,65e82fb525a08de54935534a2da2ff0c464eec8a0d4d8d5abc1e5fcf6ea37408,disgust
1613378716869.wav,E’ una notte stellata,italian,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,disgust
1615576347412.wav,Tornerà a casa presto,italian,d4bbc5043503b9aed309ede00854ee48937684b57a1cc030ee5f42986fbfed7c,disgust
1613466562813.wav,Ho preso 6 nella verifica di matematica,italian,4aa97df0f04f62f7f564695f551e2f7f0c38fa4a9ced680b5f5e2e403648fcca,disgust
1613563327309.wav,Non sapevo che fosse in città,italian,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,disgust
1613832255042.wav,L’ho incontrato oggi dopo 2 anni,italian,509ce83c88888f7d75edabc19670ab07530413773ce7be5c2aee2a6b98638de7,disgust
1613340260995.wav,Oggi c’è una partita di basket,italian,ca92cf0c07b5ba0e083ec3520f75d8f064651db6b04242187aaff4733640cbd0,disgust
1615576265466.wav,Non sapevo che fosse in città,italian,d4bbc5043503b9aed309ede00854ee48937684b57a1cc030ee5f42986fbfed7c,disgust
1613074044810.wav,E’ una notte stellata,italian,fc26f715c03bb7843914dcc494ab38fcb92487275d91133c6b247822d38149f9,disgust
1615920785640.wav,Ieri un gatto ha bevuto dalla tazza,italian,4a2ab2038d94e3051ac7e771f99f5f6c5ab63fe3f94be0d32b61e62352bd8db6,disgust
1613554184454.wav,Non sapevo che fosse in città,italian,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,disgust
1614359042202.wav,Non sapevo che fosse in città,italian,9299497bc321d5d9ece8f0e6f4932161650ff277c3446699bc45b73ce8595260,disgust
1614678787605.wav,E’ impegnato in una riunione,italian,397a1518541a9a0195e294d798aad0e106bb7cca894ba880c8da3d9d8542b624,disgust
1613418257469.wav,Il cane ha riportato qui la palla,italian,7ecbe3a7364008f61c2ea24113862470f69e0e3b057c36a15a359bc0b559dd64,disgust
1613305526346.wav,E’ una notte stellata,italian,bc4f87780596d3f625263f05c10d517ed90a77fbead09ac6cc42ab0c9b3a30f8,disgust
1616245698603.wav,Vorrei il numero telefonico del Signor Piatti,italian,8af2fa1c3331a1354123146e5ef92f0ca499da94d5135246d119c922a02faba2,disgust
1614278060185.wav,E’ andato a scuola dopo pranzo,italian,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,disgust
1613825581712.wav,E’ impegnato in una riunione,italian,aebac53c46bbeff10fdd26ca0e2196a9bfc1d19bf88eb1efd65a36151c581051,disgust
1613423122491.wav,Il capo mi ha affidato un altro lavoro,italian,9d3feff79d35684ee9a491256c08dc065be663f75e79ffae2f6d015b7fdedcd8,disgust
1616253017973.wav,Oggi c’è una partita di basket,italian,cebfacd7a17cd5538597bf834984ef312da42f8d97f20551b82f97980259ecdc,disgust
1617866337806.wav,Giovanni parte per Roma domani,italian,b4189dd17472e71d49fa457e3d8ce9392f8960203c2592ec27f6863246a94497,disgust
1615042333966.wav,Giovanni parte per Roma domani,italian,575f02af3c9482c683fd9ac89ce26dabfa27f1f27890847a2f320f0052e97d8f,disgust
1613063303861.wav,E’ impegnato in una riunione,italian,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,disgust
1613472807462.wav,Tornerà a casa presto,italian,bbd43fa2ddbe6c4bb0024d700343648c52404db4d436864359a2b4d523a0391e,disgust
1615407807381.wav,E’ andato a scuola dopo pranzo,italian,ed860454cf73649132fa02111777bd8d3f8fd750f5d1159546c6300ab27fd679,disgust
1613339170279.wav,Il cane ha riportato qui la palla,italian,e75aad2cd10884cdbc433cdb10176fa2cdc86309b083a71a5af42da54266f30f,disgust
1613685026793.wav,Oggi c’è una partita di basket,italian,40677e573fd6852baa024a6e81f67e2a783a9dfcb6236d94a681f5b81f3c5eab,disgust
1613646240734.wav,E’ una notte stellata,italian,16d806aae1dff6ee86834bffe370a4a3e5a968490366af7c0a52d70e6f27b8b0,disgust
1614115665274.wav,E’ andato a scuola dopo pranzo,italian,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,disgust
1616239639838.wav,E’ andato a scuola dopo pranzo,italian,032bd54539dc739de8c4d77eda2bee1f933a6dd243e4447977b6b39b4d4f83bb,disgust
1615555204021.wav,Ho preso 6 nella verifica di matematica,italian,2ee38ab6370fe93156f4b8aba1d17e88fb8e5b1fa02264a8f699640601e671bb,disgust
1616239299691.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,032bd54539dc739de8c4d77eda2bee1f933a6dd243e4447977b6b39b4d4f83bb,disgust
1616245848742.wav,Il capo mi ha affidato un altro lavoro,italian,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,disgust
1614266326680.wav,Zia Marta ha detto che devo stare a casa stasera,italian,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,disgust
1615738305563.wav,E’ impegnato in una riunione,italian,dac73f9fc772117a4bd001382f681b6d89f03668bbe6ce3e25cd138b465cacf3,disgust
1614097638471.wav,E’ impegnato in una riunione,italian,2ae7c0d84c0c67bca492ed7a707caec03d2fec5e6af4eca5dad5318d1cb942db,disgust
1613861004630.wav,E’ andato a scuola dopo pranzo,italian,edf8681d2e17f245d4597fd49366b09a1f266bba012969137871fce1727a74df,disgust
1613600486877.wav,Vorrei il numero telefonico del Signor Piatti,italian,1336c8883a501b730fd83fab3c1799361b78f803702e3dbd4101223589120696,disgust
1616244027393.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,8af2fa1c3331a1354123146e5ef92f0ca499da94d5135246d119c922a02faba2,disgust
1614626230368.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,8cd4289dc47d0ea3a3deca73495829e5c4a9c96b1c461670418563548eaffe82,disgust
1614275242841.wav,Tornerà a casa presto,italian,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,disgust
1616505692927.wav,L’ho incontrato oggi dopo 2 anni,italian,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,disgust
1614358670402.wav,La cascata fa molto rumore,italian,2dcd7cd5193e3cf64ec3bedf3bcdf4b8e91acf472550053bf6c6436bb9871b08,disgust
1614254250638.wav,Zia Marta ha detto che devo stare a casa stasera,italian,8b570a0a4945d7f287736e47dd57040be331d8027cc434153b1eea199ca4b147,disgust
1613600527477.wav,La cascata fa molto rumore,italian,1336c8883a501b730fd83fab3c1799361b78f803702e3dbd4101223589120696,disgust
1616011001305.wav,L’ho incontrato oggi dopo 2 anni,italian,0d8d2647a12b0d544989a6b03603b8b3c27e2c4e0be08671745366d1a8bc4d95,disgust
1614266206125.wav,Non sapevo che fosse in città,italian,b07319dc8668278d1467c5e00f4816561eb3cf60fd4e6bfb7a8cd8fb879e94fe,disgust
1613062635599.wav,Ieri un gatto ha bevuto dalla tazza,italian,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,disgust
1613467132452.wav,Il capo mi ha affidato un altro lavoro,italian,4aa97df0f04f62f7f564695f551e2f7f0c38fa4a9ced680b5f5e2e403648fcca,disgust
1613493785121.wav,Vado in biblioteca,italian,9168b364a8f5456e8e2a5f2666ae4c0541fafe4bf87cdd15f4ad13b3459dd23a,disgust
1614011760149.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,disgust
1613493002623.wav,Giovanni parte per Roma domani,italian,2fad3c36f016d72a6e40f3a3da6f9304e057edc7f3c188ffd20e92e772cacfe4,disgust
